[03:40:34.090] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:40:34.093] 553 iterations per epoch. 82950 max iterations 
[03:43:12.698] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:43:12.701] 553 iterations per epoch. 82950 max iterations 
[03:46:12.009] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:46:12.012] 553 iterations per epoch. 82950 max iterations 
[03:46:51.095] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse/train_npz', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=4, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:46:51.098] 553 iterations per epoch. 82950 max iterations 
[03:51:27.950] Namespace(train_path='/home/shivam/Desktop/shivam/classiitb/mic/ParaTransCNN-master/data/Synapse/train_npz', checkpoint_path='./checkpoints/ParaTransCNN_SGD_0.01_150_Synapse', dataset='Synapse', list_dir='./lists/lists_Synapse', num_classes=9, max_epochs=150, batch_size=1, n_gpu=1, deterministic=1, base_lr=0.01, img_size=224, seed=1234, model_name='ParaTransCNN')
[03:51:27.967] 2211 iterations per epoch. 331650 max iterations 
[03:51:30.479] time(h): (0.000697/231.307835), epoch: (0/150), iteration: 1, loss: 1.625326, loss_ce: 2.273428, loss_dice: 0.977223, lr: 0.010000
[01:16:27.438] time(h): (0.358978/10.357579), epoch: (5/150), iteration: 1700, loss: 0.234188, loss_ce: 0.140085, loss_dice: 0.328291, lr: 0.009688
[01:16:28.222] time(h): (0.369919/10.666985), epoch: (5/150), iteration: 1701, loss: 0.287320, loss_ce: 0.055319, loss_dice: 0.519321, lr: 0.009688
[01:16:28.982] time(h): (0.359305/10.354837), epoch: (5/150), iteration: 1702, loss: 0.287074, loss_ce: 0.083360, loss_dice: 0.490788, lr: 0.009687
[01:16:29.743] time(h): (0.359819/10.363560), epoch: (5/150), iteration: 1703, loss: 0.452180, loss_ce: 0.015287, loss_dice: 0.889074, lr: 0.009687
[01:16:30.504] time(h): (0.359860/10.358664), epoch: (5/150), iteration: 1704, loss: 0.402942, loss_ce: 0.013968, loss_dice: 0.791915, lr: 0.009687
[01:16:31.264] time(h): (0.360013/10.356975), epoch: (5/150), iteration: 1705, loss: 0.420281, loss_ce: 0.019111, loss_dice: 0.821451, lr: 0.009687
[01:16:32.026] time(h): (0.360948/10.377798), epoch: (5/150), iteration: 1706, loss: 0.266072, loss_ce: 0.047028, loss_dice: 0.485116, lr: 0.009687
[01:16:32.788] time(h): (0.360809/10.367718), epoch: (5/150), iteration: 1707, loss: 0.211077, loss_ce: 0.067590, loss_dice: 0.354564, lr: 0.009686
[01:16:33.548] time(h): (0.360591/10.355396), epoch: (5/150), iteration: 1708, loss: 0.195065, loss_ce: 0.044599, loss_dice: 0.345532, lr: 0.009686
[01:16:34.309] time(h): (0.361125/10.364667), epoch: (5/150), iteration: 1709, loss: 0.310668, loss_ce: 0.037912, loss_dice: 0.583425, lr: 0.009686
[01:16:35.070] time(h): (0.361331/10.364515), epoch: (5/150), iteration: 1710, loss: 0.237700, loss_ce: 0.062371, loss_dice: 0.413028, lr: 0.009686
[01:16:35.831] time(h): (0.361489/10.362975), epoch: (5/150), iteration: 1711, loss: 0.273347, loss_ce: 0.052938, loss_dice: 0.493756, lr: 0.009686
[01:16:36.591] time(h): (0.361439/10.355484), epoch: (5/150), iteration: 1712, loss: 0.328423, loss_ce: 0.024278, loss_dice: 0.632569, lr: 0.009686
[01:16:37.352] time(h): (0.362102/10.368416), epoch: (5/150), iteration: 1713, loss: 0.237559, loss_ce: 0.035510, loss_dice: 0.439608, lr: 0.009685
[01:16:38.113] time(h): (0.362158/10.363985), epoch: (5/150), iteration: 1714, loss: 0.437254, loss_ce: 0.024568, loss_dice: 0.849940, lr: 0.009685
[01:16:38.876] time(h): (0.363420/10.394020), epoch: (5/150), iteration: 1715, loss: 0.274169, loss_ce: 0.058143, loss_dice: 0.490195, lr: 0.009685
[01:16:39.637] time(h): (0.362631/10.365440), epoch: (5/150), iteration: 1716, loss: 0.448092, loss_ce: 0.007362, loss_dice: 0.888822, lr: 0.009685
[01:16:40.399] time(h): (0.363003/10.370027), epoch: (5/150), iteration: 1717, loss: 0.286092, loss_ce: 0.075156, loss_dice: 0.497028, lr: 0.009685
[01:16:41.160] time(h): (0.363149/10.368140), epoch: (5/150), iteration: 1718, loss: 0.305880, loss_ce: 0.013026, loss_dice: 0.598734, lr: 0.009684
[01:16:41.922] time(h): (0.363552/10.373610), epoch: (5/150), iteration: 1719, loss: 0.230042, loss_ce: 0.084775, loss_dice: 0.375309, lr: 0.009684
[01:16:42.683] time(h): (0.363330/10.361243), epoch: (5/150), iteration: 1720, loss: 0.252591, loss_ce: 0.027598, loss_dice: 0.477583, lr: 0.009684
[01:16:43.464] time(h): (0.373302/10.639425), epoch: (5/150), iteration: 1721, loss: 0.400611, loss_ce: 0.008485, loss_dice: 0.792737, lr: 0.009684
[01:16:44.225] time(h): (0.363858/10.364258), epoch: (5/150), iteration: 1722, loss: 0.289189, loss_ce: 0.098010, loss_dice: 0.480367, lr: 0.009684
[01:16:44.987] time(h): (0.364197/10.367906), epoch: (5/150), iteration: 1723, loss: 0.207354, loss_ce: 0.033583, loss_dice: 0.381124, lr: 0.009683
[01:16:45.747] time(h): (0.364088/10.358781), epoch: (5/150), iteration: 1724, loss: 0.247951, loss_ce: 0.026047, loss_dice: 0.469854, lr: 0.009683
[01:16:46.508] time(h): (0.364410/10.361926), epoch: (5/150), iteration: 1725, loss: 0.292018, loss_ce: 0.030635, loss_dice: 0.553402, lr: 0.009683
[01:16:47.269] time(h): (0.364520/10.359057), epoch: (5/150), iteration: 1726, loss: 0.447531, loss_ce: 0.006147, loss_dice: 0.888916, lr: 0.009683
[01:16:48.031] time(h): (0.365334/10.376173), epoch: (5/150), iteration: 1727, loss: 0.214156, loss_ce: 0.031104, loss_dice: 0.397208, lr: 0.009683
[01:16:48.792] time(h): (0.365073/10.362767), epoch: (5/150), iteration: 1728, loss: 0.353655, loss_ce: 0.014829, loss_dice: 0.692482, lr: 0.009683
[01:16:49.553] time(h): (0.365435/10.367032), epoch: (5/150), iteration: 1729, loss: 0.252111, loss_ce: 0.090755, loss_dice: 0.413467, lr: 0.009682
[01:16:50.314] time(h): (0.365534/10.363849), epoch: (5/150), iteration: 1730, loss: 0.235955, loss_ce: 0.059866, loss_dice: 0.412044, lr: 0.009682
[01:16:51.075] time(h): (0.365489/10.356598), epoch: (5/150), iteration: 1731, loss: 0.191783, loss_ce: 0.071069, loss_dice: 0.312497, lr: 0.009682
[01:16:51.836] time(h): (0.365777/10.358752), epoch: (5/150), iteration: 1732, loss: 0.254873, loss_ce: 0.029912, loss_dice: 0.479834, lr: 0.009682
[01:16:52.597] time(h): (0.366070/10.361074), epoch: (5/150), iteration: 1733, loss: 0.261589, loss_ce: 0.039369, loss_dice: 0.483810, lr: 0.009682
[01:16:53.357] time(h): (0.366225/10.359499), epoch: (5/150), iteration: 1734, loss: 0.399104, loss_ce: 0.013914, loss_dice: 0.784294, lr: 0.009681
[01:16:54.119] time(h): (0.366828/10.370576), epoch: (5/150), iteration: 1735, loss: 0.292443, loss_ce: 0.066738, loss_dice: 0.518149, lr: 0.009681
[01:16:54.879] time(h): (0.366642/10.359333), epoch: (5/150), iteration: 1736, loss: 0.304848, loss_ce: 0.033068, loss_dice: 0.576628, lr: 0.009681
[01:16:55.641] time(h): (0.367239/10.370235), epoch: (5/150), iteration: 1737, loss: 0.274771, loss_ce: 0.062481, loss_dice: 0.487061, lr: 0.009681
[01:16:56.403] time(h): (0.367306/10.366155), epoch: (5/150), iteration: 1738, loss: 0.304463, loss_ce: 0.020390, loss_dice: 0.588537, lr: 0.009681
[01:16:57.163] time(h): (0.367267/10.359083), epoch: (5/150), iteration: 1739, loss: 0.263199, loss_ce: 0.015124, loss_dice: 0.511273, lr: 0.009681
[01:16:57.924] time(h): (0.367298/10.354003), epoch: (5/150), iteration: 1740, loss: 0.209167, loss_ce: 0.033716, loss_dice: 0.384619, lr: 0.009680
[01:16:58.697] time(h): (0.373912/10.534409), epoch: (5/150), iteration: 1741, loss: 0.341260, loss_ce: 0.003019, loss_dice: 0.679500, lr: 0.009680
[01:16:59.459] time(h): (0.368126/10.365431), epoch: (5/150), iteration: 1742, loss: 0.216129, loss_ce: 0.045085, loss_dice: 0.387174, lr: 0.009680
[01:17:00.220] time(h): (0.368294/10.364229), epoch: (5/150), iteration: 1743, loss: 0.245556, loss_ce: 0.019001, loss_dice: 0.472110, lr: 0.009680
[01:17:00.980] time(h): (0.368330/10.359291), epoch: (5/150), iteration: 1744, loss: 0.271375, loss_ce: 0.031126, loss_dice: 0.511625, lr: 0.009680
[01:17:01.741] time(h): (0.368655/10.362504), epoch: (5/150), iteration: 1745, loss: 0.309495, loss_ce: 0.116671, loss_dice: 0.502319, lr: 0.009679
[01:17:02.502] time(h): (0.368678/10.357212), epoch: (5/150), iteration: 1746, loss: 0.215843, loss_ce: 0.064904, loss_dice: 0.366781, lr: 0.009679
[01:17:03.263] time(h): (0.369197/10.365850), epoch: (5/150), iteration: 1747, loss: 0.400811, loss_ce: 0.009567, loss_dice: 0.792055, lr: 0.009679
[01:17:04.024] time(h): (0.369335/10.363800), epoch: (5/150), iteration: 1748, loss: 0.269552, loss_ce: 0.030365, loss_dice: 0.508739, lr: 0.009679
[01:17:04.785] time(h): (0.369694/10.367922), epoch: (5/150), iteration: 1749, loss: 0.446634, loss_ce: 0.004581, loss_dice: 0.888687, lr: 0.009679
[01:17:05.546] time(h): (0.369793/10.364794), epoch: (5/150), iteration: 1750, loss: 0.159021, loss_ce: 0.042417, loss_dice: 0.275625, lr: 0.009679
[01:17:06.307] time(h): (0.369838/10.360116), epoch: (5/150), iteration: 1751, loss: 0.261756, loss_ce: 0.030002, loss_dice: 0.493510, lr: 0.009678
[01:17:07.068] time(h): (0.370048/10.360077), epoch: (5/150), iteration: 1752, loss: 0.398714, loss_ce: 0.006452, loss_dice: 0.790976, lr: 0.009678
[01:17:07.829] time(h): (0.370538/10.367896), epoch: (5/150), iteration: 1753, loss: 0.265357, loss_ce: 0.034579, loss_dice: 0.496134, lr: 0.009678
[01:17:08.590] time(h): (0.370348/10.356676), epoch: (5/150), iteration: 1754, loss: 0.281558, loss_ce: 0.029817, loss_dice: 0.533300, lr: 0.009678
[01:17:09.351] time(h): (0.371048/10.370329), epoch: (5/150), iteration: 1755, loss: 0.265725, loss_ce: 0.071870, loss_dice: 0.459581, lr: 0.009678
[01:17:10.112] time(h): (0.370865/10.359311), epoch: (5/150), iteration: 1756, loss: 0.222837, loss_ce: 0.034388, loss_dice: 0.411286, lr: 0.009677
[01:17:10.873] time(h): (0.371245/10.364021), epoch: (5/150), iteration: 1757, loss: 0.261986, loss_ce: 0.032841, loss_dice: 0.491132, lr: 0.009677
[01:17:11.633] time(h): (0.371170/10.356023), epoch: (5/150), iteration: 1758, loss: 0.261225, loss_ce: 0.036945, loss_dice: 0.485505, lr: 0.009677
[01:17:12.394] time(h): (0.371300/10.353772), epoch: (5/150), iteration: 1759, loss: 0.238448, loss_ce: 0.073492, loss_dice: 0.403405, lr: 0.009677
[01:17:13.155] time(h): (0.371809/10.362062), epoch: (5/150), iteration: 1760, loss: 0.272478, loss_ce: 0.039706, loss_dice: 0.505250, lr: 0.009677
[01:17:13.933] time(h): (0.380186/10.589522), epoch: (5/150), iteration: 1761, loss: 0.238207, loss_ce: 0.085730, loss_dice: 0.390683, lr: 0.009676
[01:17:14.694] time(h): (0.372425/10.367448), epoch: (5/150), iteration: 1762, loss: 0.353366, loss_ce: 0.017100, loss_dice: 0.689632, lr: 0.009676
[01:17:15.455] time(h): (0.372666/10.368276), epoch: (5/150), iteration: 1763, loss: 0.374071, loss_ce: 0.050240, loss_dice: 0.697901, lr: 0.009676
[01:17:16.216] time(h): (0.372410/10.355286), epoch: (5/150), iteration: 1764, loss: 0.201144, loss_ce: 0.055112, loss_dice: 0.347176, lr: 0.009676
[01:17:16.977] time(h): (0.373066/10.367659), epoch: (5/150), iteration: 1765, loss: 0.262928, loss_ce: 0.030525, loss_dice: 0.495330, lr: 0.009676
[01:17:17.738] time(h): (0.373219/10.366035), epoch: (5/150), iteration: 1766, loss: 0.447168, loss_ce: 0.005416, loss_dice: 0.888920, lr: 0.009676
[01:17:18.499] time(h): (0.373377/10.364544), epoch: (5/150), iteration: 1767, loss: 0.213411, loss_ce: 0.049745, loss_dice: 0.377077, lr: 0.009675
[01:17:19.261] time(h): (0.373743/10.368858), epoch: (5/150), iteration: 1768, loss: 0.168881, loss_ce: 0.056874, loss_dice: 0.280888, lr: 0.009675
[01:17:20.021] time(h): (0.373690/10.361516), epoch: (5/150), iteration: 1769, loss: 0.268144, loss_ce: 0.044124, loss_dice: 0.492163, lr: 0.009675
[01:17:20.782] time(h): (0.373990/10.363975), epoch: (5/150), iteration: 1770, loss: 0.445904, loss_ce: 0.003238, loss_dice: 0.888571, lr: 0.009675
[01:17:21.544] time(h): (0.374213/10.364294), epoch: (5/150), iteration: 1771, loss: 0.272916, loss_ce: 0.053835, loss_dice: 0.491998, lr: 0.009675
[01:17:22.304] time(h): (0.374152/10.356748), epoch: (5/150), iteration: 1772, loss: 0.210376, loss_ce: 0.030038, loss_dice: 0.390715, lr: 0.009674
[01:17:23.065] time(h): (0.374564/10.362325), epoch: (5/150), iteration: 1773, loss: 0.237782, loss_ce: 0.082019, loss_dice: 0.393544, lr: 0.009674
[01:17:23.825] time(h): (0.374515/10.355107), epoch: (5/150), iteration: 1774, loss: 0.174487, loss_ce: 0.069337, loss_dice: 0.279638, lr: 0.009674
[01:17:24.587] time(h): (0.375281/10.370443), epoch: (5/150), iteration: 1775, loss: 0.204417, loss_ce: 0.031413, loss_dice: 0.377421, lr: 0.009674
[01:17:25.348] time(h): (0.375186/10.361974), epoch: (5/150), iteration: 1776, loss: 0.242644, loss_ce: 0.104469, loss_dice: 0.380818, lr: 0.009674
[01:17:26.110] time(h): (0.375807/10.373302), epoch: (5/150), iteration: 1777, loss: 0.305407, loss_ce: 0.038752, loss_dice: 0.572062, lr: 0.009674
[01:17:26.871] time(h): (0.375579/10.361182), epoch: (5/150), iteration: 1778, loss: 0.296339, loss_ce: 0.050451, loss_dice: 0.542227, lr: 0.009673
[01:17:27.632] time(h): (0.375993/10.366756), epoch: (5/150), iteration: 1779, loss: 0.253465, loss_ce: 0.042515, loss_dice: 0.464415, lr: 0.009673
[01:17:28.393] time(h): (0.376153/10.365356), epoch: (5/150), iteration: 1780, loss: 0.343332, loss_ce: 0.014118, loss_dice: 0.672546, lr: 0.009673
[01:17:29.168] time(h): (0.382982/10.547610), epoch: (5/150), iteration: 1781, loss: 0.260361, loss_ce: 0.029475, loss_dice: 0.491248, lr: 0.009673
[01:17:29.929] time(h): (0.376423/10.361146), epoch: (5/150), iteration: 1782, loss: 0.399989, loss_ce: 0.012362, loss_dice: 0.787615, lr: 0.009673
[01:17:30.690] time(h): (0.376665/10.361991), epoch: (5/150), iteration: 1783, loss: 0.340995, loss_ce: 0.007921, loss_dice: 0.674070, lr: 0.009672
[01:17:31.450] time(h): (0.376691/10.356903), epoch: (5/150), iteration: 1784, loss: 0.255422, loss_ce: 0.011885, loss_dice: 0.498958, lr: 0.009672
[01:17:32.212] time(h): (0.377473/10.372597), epoch: (5/150), iteration: 1785, loss: 0.260906, loss_ce: 0.038339, loss_dice: 0.483473, lr: 0.009672
[01:17:32.973] time(h): (0.377422/10.365379), epoch: (5/150), iteration: 1786, loss: 0.284045, loss_ce: 0.058911, loss_dice: 0.509179, lr: 0.009672
[01:17:33.733] time(h): (0.377204/10.353584), epoch: (5/150), iteration: 1787, loss: 0.286558, loss_ce: 0.044479, loss_dice: 0.528637, lr: 0.009672
[01:17:34.494] time(h): (0.377626/10.359389), epoch: (5/150), iteration: 1788, loss: 0.257874, loss_ce: 0.035208, loss_dice: 0.480541, lr: 0.009672
[01:17:35.255] time(h): (0.377851/10.359749), epoch: (5/150), iteration: 1789, loss: 0.320111, loss_ce: 0.095629, loss_dice: 0.544593, lr: 0.009671
[01:17:36.016] time(h): (0.377966/10.357134), epoch: (5/150), iteration: 1790, loss: 0.303151, loss_ce: 0.201158, loss_dice: 0.405143, lr: 0.009671
[01:17:36.777] time(h): (0.378583/10.368234), epoch: (5/150), iteration: 1791, loss: 0.402026, loss_ce: 0.023635, loss_dice: 0.780416, lr: 0.009671
[01:17:37.537] time(h): (0.378298/10.354652), epoch: (5/150), iteration: 1792, loss: 0.294654, loss_ce: 0.138514, loss_dice: 0.450794, lr: 0.009671
[01:17:38.299] time(h): (0.378916/10.365775), epoch: (5/150), iteration: 1793, loss: 0.256716, loss_ce: 0.082379, loss_dice: 0.431052, lr: 0.009671
[01:17:39.059] time(h): (0.378690/10.353834), epoch: (5/150), iteration: 1794, loss: 0.368374, loss_ce: 0.048886, loss_dice: 0.687861, lr: 0.009670
[01:17:39.820] time(h): (0.378992/10.356299), epoch: (5/150), iteration: 1795, loss: 0.255973, loss_ce: 0.018807, loss_dice: 0.493140, lr: 0.009670
[01:17:40.580] time(h): (0.379261/10.357901), epoch: (5/150), iteration: 1796, loss: 0.422541, loss_ce: 0.192109, loss_dice: 0.652973, lr: 0.009670
[01:17:41.342] time(h): (0.379937/10.370566), epoch: (5/150), iteration: 1797, loss: 0.299121, loss_ce: 0.020052, loss_dice: 0.578189, lr: 0.009670
[01:17:42.103] time(h): (0.379950/10.365155), epoch: (5/150), iteration: 1798, loss: 0.395302, loss_ce: 0.102025, loss_dice: 0.688579, lr: 0.009670
[01:17:42.864] time(h): (0.380197/10.366132), epoch: (5/150), iteration: 1799, loss: 0.272107, loss_ce: 0.037187, loss_dice: 0.507028, lr: 0.009669
[01:17:43.625] time(h): (0.380237/10.361477), epoch: (5/150), iteration: 1800, loss: 0.255816, loss_ce: 0.157678, loss_dice: 0.353955, lr: 0.009669
[01:17:44.404] time(h): (0.389337/10.603568), epoch: (5/150), iteration: 1801, loss: 0.430643, loss_ce: 0.065707, loss_dice: 0.795578, lr: 0.009669
[01:17:45.165] time(h): (0.380642/10.360997), epoch: (5/150), iteration: 1802, loss: 0.448240, loss_ce: 0.007524, loss_dice: 0.888957, lr: 0.009669
[01:17:45.925] time(h): (0.380448/10.349981), epoch: (5/150), iteration: 1803, loss: 0.267082, loss_ce: 0.019661, loss_dice: 0.514504, lr: 0.009669
[01:17:46.686] time(h): (0.381019/10.359752), epoch: (5/150), iteration: 1804, loss: 0.448409, loss_ce: 0.007997, loss_dice: 0.888821, lr: 0.009669
[01:17:47.447] time(h): (0.381467/10.366207), epoch: (5/150), iteration: 1805, loss: 0.194716, loss_ce: 0.050008, loss_dice: 0.339424, lr: 0.009668
[01:17:48.208] time(h): (0.381352/10.357323), epoch: (5/150), iteration: 1806, loss: 0.445453, loss_ce: 0.003086, loss_dice: 0.887819, lr: 0.009668
[01:17:48.969] time(h): (0.382176/10.373977), epoch: (5/150), iteration: 1807, loss: 0.345474, loss_ce: 0.005780, loss_dice: 0.685167, lr: 0.009668
[01:17:49.730] time(h): (0.381859/10.359642), epoch: (5/150), iteration: 1808, loss: 0.357836, loss_ce: 0.025591, loss_dice: 0.690081, lr: 0.009668
[01:17:50.491] time(h): (0.382288/10.365541), epoch: (5/150), iteration: 1809, loss: 0.305956, loss_ce: 0.020072, loss_dice: 0.591841, lr: 0.009668
[01:17:51.252] time(h): (0.382219/10.357953), epoch: (5/150), iteration: 1810, loss: 0.183253, loss_ce: 0.060566, loss_dice: 0.305940, lr: 0.009667
[01:17:52.013] time(h): (0.382663/10.364238), epoch: (5/150), iteration: 1811, loss: 0.295895, loss_ce: 0.010840, loss_dice: 0.580950, lr: 0.009667
[01:17:52.773] time(h): (0.382468/10.353246), epoch: (5/150), iteration: 1812, loss: 0.208627, loss_ce: 0.032548, loss_dice: 0.384706, lr: 0.009667
[01:17:53.535] time(h): (0.383476/10.374806), epoch: (5/150), iteration: 1813, loss: 0.224287, loss_ce: 0.059454, loss_dice: 0.389121, lr: 0.009667
[01:17:54.297] time(h): (0.383541/10.370830), epoch: (5/150), iteration: 1814, loss: 0.231679, loss_ce: 0.090839, loss_dice: 0.372518, lr: 0.009667
[01:17:55.057] time(h): (0.382999/10.350485), epoch: (5/150), iteration: 1815, loss: 0.314477, loss_ce: 0.028144, loss_dice: 0.600811, lr: 0.009667
[01:17:55.818] time(h): (0.383635/10.361958), epoch: (5/150), iteration: 1816, loss: 0.214110, loss_ce: 0.035057, loss_dice: 0.393163, lr: 0.009666
[01:17:56.579] time(h): (0.383747/10.359288), epoch: (5/150), iteration: 1817, loss: 0.298256, loss_ce: 0.071390, loss_dice: 0.525123, lr: 0.009666
[01:17:57.339] time(h): (0.383701/10.352339), epoch: (5/150), iteration: 1818, loss: 0.233056, loss_ce: 0.140076, loss_dice: 0.326037, lr: 0.009666
[01:17:58.098] time(h): (0.383485/10.340830), epoch: (5/150), iteration: 1819, loss: 0.449776, loss_ce: 0.010745, loss_dice: 0.888807, lr: 0.009666
[01:17:58.859] time(h): (0.384429/10.360587), epoch: (5/150), iteration: 1820, loss: 0.263824, loss_ce: 0.046469, loss_dice: 0.481179, lr: 0.009666
[01:17:59.635] time(h): (0.392395/10.569450), epoch: (5/150), iteration: 1821, loss: 0.394127, loss_ce: 0.003956, loss_dice: 0.784297, lr: 0.009665
[01:18:00.396] time(h): (0.384941/10.362994), epoch: (5/150), iteration: 1822, loss: 0.446300, loss_ce: 0.004525, loss_dice: 0.888076, lr: 0.009665
[01:18:01.156] time(h): (0.384674/10.350124), epoch: (5/150), iteration: 1823, loss: 0.347065, loss_ce: 0.007640, loss_dice: 0.686490, lr: 0.009665
[01:18:01.917] time(h): (0.385301/10.361318), epoch: (5/150), iteration: 1824, loss: 0.386520, loss_ce: 0.038425, loss_dice: 0.734614, lr: 0.009665
[01:18:02.678] time(h): (0.385393/10.358115), epoch: (5/150), iteration: 1825, loss: 0.447359, loss_ce: 0.005982, loss_dice: 0.888737, lr: 0.009665
[01:18:03.438] time(h): (0.385641/10.359090), epoch: (5/150), iteration: 1826, loss: 0.328734, loss_ce: 0.007169, loss_dice: 0.650298, lr: 0.009665
[01:18:04.199] time(h): (0.385580/10.351784), epoch: (5/150), iteration: 1827, loss: 0.291462, loss_ce: 0.020510, loss_dice: 0.562414, lr: 0.009664
[01:18:04.959] time(h): (0.385996/10.357287), epoch: (5/150), iteration: 1828, loss: 0.353037, loss_ce: 0.014795, loss_dice: 0.691278, lr: 0.009664
[01:18:05.721] time(h): (0.386331/10.360610), epoch: (5/150), iteration: 1829, loss: 0.183276, loss_ce: 0.052098, loss_dice: 0.314453, lr: 0.009664
[01:18:06.481] time(h): (0.386264/10.353164), epoch: (5/150), iteration: 1830, loss: 0.263918, loss_ce: 0.019174, loss_dice: 0.508663, lr: 0.009664
[01:18:07.241] time(h): (0.386714/10.359548), epoch: (5/150), iteration: 1831, loss: 0.274266, loss_ce: 0.061451, loss_dice: 0.487082, lr: 0.009664
[01:18:08.002] time(h): (0.386863/10.357894), epoch: (5/150), iteration: 1832, loss: 0.249942, loss_ce: 0.019924, loss_dice: 0.479959, lr: 0.009663
[01:18:08.763] time(h): (0.387384/10.366181), epoch: (5/150), iteration: 1833, loss: 0.407913, loss_ce: 0.012096, loss_dice: 0.803730, lr: 0.009663
[01:18:09.524] time(h): (0.387281/10.357758), epoch: (5/150), iteration: 1834, loss: 0.349326, loss_ce: 0.004341, loss_dice: 0.694312, lr: 0.009663
[01:18:10.285] time(h): (0.387579/10.360110), epoch: (5/150), iteration: 1835, loss: 0.300920, loss_ce: 0.007786, loss_dice: 0.594055, lr: 0.009663
[01:18:11.046] time(h): (0.388013/10.366038), epoch: (5/150), iteration: 1836, loss: 0.287949, loss_ce: 0.051532, loss_dice: 0.524365, lr: 0.009663
[01:18:11.807] time(h): (0.388184/10.364953), epoch: (5/150), iteration: 1837, loss: 0.203866, loss_ce: 0.090989, loss_dice: 0.316743, lr: 0.009662
[01:18:12.568] time(h): (0.388130/10.357891), epoch: (5/150), iteration: 1838, loss: 0.297906, loss_ce: 0.047733, loss_dice: 0.548080, lr: 0.009662
[01:18:13.329] time(h): (0.388728/10.368211), epoch: (5/150), iteration: 1839, loss: 0.399031, loss_ce: 0.005462, loss_dice: 0.792600, lr: 0.009662
[01:18:14.090] time(h): (0.388412/10.354142), epoch: (5/150), iteration: 1840, loss: 0.424402, loss_ce: 0.018804, loss_dice: 0.829999, lr: 0.009662
[01:18:14.863] time(h): (0.395364/10.533733), epoch: (5/150), iteration: 1841, loss: 0.178831, loss_ce: 0.046645, loss_dice: 0.311017, lr: 0.009662
[01:18:15.624] time(h): (0.389131/10.362059), epoch: (5/150), iteration: 1842, loss: 0.306351, loss_ce: 0.033183, loss_dice: 0.579520, lr: 0.009662
[01:18:16.384] time(h): (0.389259/10.359843), epoch: (5/150), iteration: 1843, loss: 0.198993, loss_ce: 0.022243, loss_dice: 0.375743, lr: 0.009661
[01:18:17.144] time(h): (0.389047/10.348581), epoch: (5/150), iteration: 1844, loss: 0.184386, loss_ce: 0.065330, loss_dice: 0.303441, lr: 0.009661
[01:18:17.905] time(h): (0.389588/10.357361), epoch: (5/150), iteration: 1845, loss: 0.296946, loss_ce: 0.017098, loss_dice: 0.576793, lr: 0.009661
[01:18:18.665] time(h): (0.389883/10.359587), epoch: (5/150), iteration: 1846, loss: 0.309625, loss_ce: 0.016808, loss_dice: 0.602442, lr: 0.009661
[01:18:19.426] time(h): (0.390292/10.364843), epoch: (5/150), iteration: 1847, loss: 0.247033, loss_ce: 0.058392, loss_dice: 0.435675, lr: 0.009661
[01:18:20.192] time(h): (0.392706/10.423295), epoch: (5/150), iteration: 1848, loss: 0.263641, loss_ce: 0.025242, loss_dice: 0.502039, lr: 0.009660
[01:18:20.954] time(h): (0.391063/10.374088), epoch: (5/150), iteration: 1849, loss: 0.399504, loss_ce: 0.007784, loss_dice: 0.791224, lr: 0.009660
[01:18:21.714] time(h): (0.390669/10.358034), epoch: (5/150), iteration: 1850, loss: 0.393596, loss_ce: 0.002980, loss_dice: 0.784212, lr: 0.009660
[01:18:22.476] time(h): (0.391245/10.367685), epoch: (5/150), iteration: 1851, loss: 0.250179, loss_ce: 0.025492, loss_dice: 0.474865, lr: 0.009660
[01:18:23.236] time(h): (0.391037/10.356579), epoch: (5/150), iteration: 1852, loss: 0.307381, loss_ce: 0.015404, loss_dice: 0.599358, lr: 0.009660
